"Колбаса варёная ""любительская""",301.00,0.00,12.20,28.00,0,0
Колбаса варёная любительская мясная лавка,301.00,0.00,12.20,28.00,0,0
Колбаса варёная молочная,252.00,0.00,11.70,22.80,0,0
Колбаса варёная русская,302.00,0.00,11.80,28.90,0,0
"Колбаса варёно-копчёная ""астория"" черкизовский",336.00,0.00,16.50,30.00,0,0
"Колбаса варёно-копчёная ""сервелат русский"" черкизовский",402.00,0.00,15.00,38.00,0,0
"Колбаса вар-копч,сервелат ярморочный",408.60,0.00,9.00,40.00,0,0
"Колбаса вар,мартаделла элит",299.70,1.80,9.00,28.50,0,0
Колбаса вегетарианская ветчинная постная,207.00,1.80,21.70,12.30,0,0
Колбаса великорецкая п/к,416.00,0.30,15.20,40.10,0,0
Колбаса венеция,434.00,0.00,28.80,35.50,0,0
Колбаса венская,425.00,0.00,17.30,39.00,0,0
"Колбаса ""ветчинная""",297.00,0.00,18.00,25.00,0,0
Колбаса ветчинная,301.67,0.00,14.07,27.27,0,0
"Колбаса ветчинная ""экстра"" из мяса цыплят бройлеров (цыпочка из обшаровки)",211.00,0.00,12.00,19.00,0,0
Колбаса в/к сервелат,360.00,0.00,30.00,28.00,0,0
Колбаса в/к царь продукт,387.00,0.00,13.00,37.00,0,0
Колбаса вяленая испания,387.00,1.70,24.00,31.00,0,0
Колбаса гетенская,283.00,0.00,14.00,24.00,0,0
Колбаса говяжья,199.75,0.55,13.18,16.13,0,0
Колбаса говяжья вареная,187.00,0.00,13.00,15.00,0,0
Колбаса деликатесная,273.00,0.00,12.00,25.00,0,0
"Колбаса ""детская""",228.00,0.00,12.00,20.00,0,0
Колбаса диетическая,170.00,0.00,12.05,13.75,0,0
Колбаса дикий кабан,273.00,0.00,12.00,25.00,0,0
Колбаса для завтрака,187.00,3.00,13.00,14.00,0,0
"Колбаса ""докторская""",250.15,4.37,13.24,19.94,0,0
"Колбаса докторская ""бейкер""",218.00,0.00,13.00,18.00,0,0
Колбаса докторская беккер,218.00,0.00,14.00,18.00,0,0
Колбаса докторская вареная,260.00,0.00,13.70,22.80,0,0
Колбаса докторская великие луки,253.00,0.80,13.00,22.00,0,0
Колбаса докторская велком (в синюге),253.00,0.00,13.00,22.00,0,0
"Колбаса ""докторская"" в/с н/о тм дружба народов",250.00,0.00,13.00,22.00,0,0
"Колбаса докторская ""дымов""",258.00,0.80,13.00,22.00,0,0
"Колбаса докторская ""зареченск, колбасы""",289.80,3.20,13.00,25.00,0,0
"Колбаса ""докторская"" кмк",260.00,0.00,13.70,22.80,0,0
Колбаса докторская кмк,253.00,0.80,13.00,22.00,0,0
Колбаса докторская козелки,253.00,0.80,13.00,22.00,0,0
"Колбаса ""докторская"" крименчуг",260.00,0.00,13.70,22.80,0,0
"Колбаса ""докторская люкс""",221.95,1.00,9.60,19.91,0,0
Колбаса докторская микоян,197.90,4.95,9.50,15.65,0,0
Колбаса докторская мяснов,260.00,1.50,12.80,22.20,0,0
Колбаса докторскаяостанкино,300.00,4.00,8.00,27.00,0,0
"Колбаса ""докторская"" пит-продукт",243.00,0.00,9.00,23.00,0,0
Колбаса докторская пит продукт,243.00,0.00,9.00,23.00,0,0
Колбаса докторская премиум,313.00,4.00,9.00,28.00,0,0
Колбаса докторская протвинская,253.00,0.00,13.00,22.00,0,0
"Колбаса докторская ""рубцовская""",253.00,0.80,13.00,22.00,0,0
"Колбаса ""докторская с молоком"" (фабрика качества)",253.00,1.50,13.00,22.00,0,0
Колбаса докторская сокольники,253.00,0.80,13.00,22.00,0,0
Колбаса докторская с сыром пит-продукт,252.00,0.00,13.00,22.00,0,0
Колбаса докторская стародворские колбасы,254.00,0.00,9.50,24.00,0,0
Колбаса докторская сургутская,253.00,1.00,13.00,22.00,0,0
"Колбаса докторская ""сытный ряд""",250.00,0.00,13.00,22.00,0,0
"Колбаса ""докторская"" фк",255.00,0.80,13.00,22.00,0,0
Колбаса докторская царицыно,258.00,5.00,10.00,22.00,0,0
Колбаса домашняя,376.00,0.00,17.00,34.00,0,0
Колбаса донская,460.00,0.00,16.00,44.00,0,0
Колбаса дрогобыческая,332.00,0.00,13.00,30.00,0,0
Колбаса дым дымыч(вареная),244.00,4.00,12.00,20.00,0,0
Колбаса дымов докторская,273.00,2.00,10.00,25.00,0,0
Колбаса дымов салями финская полукопченая,463.00,0.00,10.00,47.00,0,0
Колбаса еврейская,352.00,0.00,22.60,29.10,0,0
Колбаса еврейская салями,401.00,0.00,24.30,33.70,0,0
"Колбаса ""запорожсталевская""",376.00,0.00,16.50,34.40,0,0
"Колбаса ""зернистая""",415.00,0.00,16.00,39.00,0,0
"Колбаса ""камадорская""",287.00,3.00,16.60,23.20,0,0
Колбаса конская,633.00,0.00,12.00,65.00,0,0
Колбаса копченая,448.98,0.34,15.25,42.75,0,0
Колбаса копчёная,441.50,0.50,18.90,40.25,0,0
"Колбаса копчёная""российская"" фабрика качества""",328.00,2.00,8.00,32.00,0,0
"Колбаса ""краковская""",466.20,0.00,16.20,44.60,0,0
Колбаса краковская,444.72,0.04,16.02,42.58,0,0
"Колбаса"" краковская""",466.00,0.00,16.20,44.60,0,0
Колбаса краковская пк,461.00,0.00,14.00,45.00,0,0
Колбаса краковская полукопченая,466.00,0.00,16.20,44.60,0,0
Колбаса краковская по-сочински,410.00,0.10,13.55,38.90,0,0
Колбаса кремлевская дмтргорск,396.00,0.00,9.00,40.00,0,0
"Колбаса ""кремлевская премиум""",493.00,0.00,13.00,49.00,0,0
Колбаса кремлёвская,525.00,0.00,21.00,49.00,0,0
Колбаса крестьянская,370.00,0.00,7.00,38.00,0,0
Колбаса кровяная,167.00,10.00,9.50,9.40,0,0
Колбаса кровянка,274.00,15.40,9.00,19.60,0,0
Колбаса куриная,241.50,0.00,19.00,18.50,0,0
Колбаса куриная 374,374.00,0.00,17.00,34.00,0,0
Колбаса куриная groot,214.00,3.90,15.00,14.90,0,0
Колбаса куриная ветчинная,149.00,0.00,19.40,7.90,0,0
"Колбаса куриная ""всеволодивськи деликатесы""",277.00,0.00,13.00,25.00,0,0
Колбаса ливерная,177.10,0.00,13.00,13.90,0,0
Колбаса лионер,279.00,0.90,12.60,25.00,0,0
Колбаса любительская,329.22,1.34,10.76,30.81,0,0
Колбаса любительская оригинальная,273.00,1.00,11.00,25.00,0,0
"Колбаса ""любительская"" тавр",319.00,3.00,9.30,30.00,0,0
Колбаса любительская царь-продукт,304.00,0.00,13.00,28.00,0,0
Колбаса мадера пк,307.00,0.00,13.50,27.00,0,0
"Колбаса ""мартаделла""",286.70,1.20,11.30,26.30,0,0
"Колбаса ""махан""",377.50,0.00,19.00,33.50,0,0
Колбаса махан (торос),496.00,0.00,20.00,44.00,0,0
"Колбаса ""микоян""диетическая",141.70,6.40,9.50,8.70,0,0
Колбаса микоян молочная,250.00,8.30,8.10,20.50,0,0
Колбаса м московская,406.00,0.00,19.00,36.60,0,0
"Колбаса ""молочная""",252.00,0.00,12.00,22.00,0,0
Колбаса молочная,253.38,0.52,12.18,22.66,0,0
"Колбаса ""молочная"" борисов",190.10,1.20,9.20,16.50,0,0
"Колбаса молочная(вар, дымов)",273.00,2.00,10.00,25.00,0,0
Колбаса молочная вареная,250.10,8.30,8.10,20.50,0,0
Колбаса молочная мк сочинский,252.00,0.00,11.70,22.80,0,0
"Колбаса ""молочная""стародворская",263.00,0.00,9.50,25.00,0,0
Колбаса молочная (стародворские колбасы),263.00,0.00,9.50,25.00,0,0
"Колбаса молочная ""царицыно""",252.00,1.50,12.00,22.00,0,0
Колбаса молочная черкашин,252.00,0.00,12.00,22.00,0,0
"Колбаса ""мортаделла свиная""",236.60,3.10,8.80,21.00,0,0
"Колбаса московкая ""глобино""",458.00,0.00,20.00,42.00,0,0
Колбаса московская,413.67,0.33,20.79,36.53,0,0
"Колбаса московская ""алан""",414.00,0.00,18.00,38.00,0,0
"Колбаса ""московская"" варено-копченая",406.00,0.00,19.10,36.60,0,0
"Колбаса ""московская"" с/к (мк)",473.00,0.00,24.80,41.50,0,0
Колбаса мусульманская,246.86,2.53,18.77,17.96,0,0
Колбаса мясницкая,190.00,4.00,14.10,13.00,0,0
"Колбаса "" неженка с маслицем""",280.00,0.00,7.90,27.70,0,0
Колбаса не жирная веганская,185.00,9.00,17.70,8.90,0,0
Колбаса нежная,214.00,2.00,11.00,18.00,0,0
Колбаса ням ням детская,224.00,1.00,10.00,20.00,0,0
Колбаса одесская,402.00,0.00,14.80,38.10,0,0
Колбаса ореховая,404.60,3.00,14.00,36.00,0,0
"Колбаса останкино ""зернистая""",608.00,0.00,9.90,63.20,0,0
"Колбаса ""останкино"" охотничья",523.00,0.00,14.00,50.00,0,0
Колбаса отварная,257.00,1.00,13.00,22.00,0,0
"Колбаса ""отдельная""",240.00,1.70,11.00,21.00,0,0
Колбаса охотничья,463.00,0.00,25.00,40.00,0,0
Колбаса охотничья pikok,395.00,1.00,23.00,33.50,0,0
"Колбаса ""парижская"" вареная (фк)",194.50,0.00,13.50,15.50,0,0
"Колбаса ""паризель""",203.20,0.30,19.00,14.00,0,0
Колбаса пепперони,601.00,0.00,15.00,60.00,0,0
Колбаса печеночная,248.00,0.00,10.00,24.00,0,0
Колбаса пикантная,432.00,0.00,18.00,40.00,0,0
Колбаса пикантная ск медведовский мк,473.80,0.00,9.00,48.60,0,0
Колбаса п/к,401.00,0.15,16.40,38.05,0,0
Колбаса п/к армавирская,422.60,0.00,15.20,40.20,0,0
Колбаса пк балыковая сочинкий мк,331.00,0.00,12.00,30.00,0,0
Колбаса п/к генеральская зернистая,432.00,0.00,11.00,43.00,0,0
"Колбаса п/к ""кремлевская"" (петербурженка)",367.00,0.00,13.00,35.00,0,0
Колбаса п/к московская,405.80,0.00,19.10,36.60,0,0
Колбаса по-деревенски,287.00,2.70,17.40,23.00,0,0
Колбаса полукапченая,423.00,0.30,15.10,40.10,0,0
Колбаса полукопченая,388.31,2.28,15.60,35.21,0,0
Колбаса полукопченая вегетарианская сервелат фирменный,314.00,2.20,20.20,24.60,0,0
"Колбаса полукопченая ""зернистая""",353.00,0.00,13.60,33.00,0,0
"Колбаса полукопченая ""краковская""",466.20,0.00,16.20,44.60,0,0
Колбаса полукопченая краковская,466.00,0.00,16.20,44.60,0,0
Колбаса полукопченая минская,259.00,2.70,23.00,17.40,0,0
"Колбаса полукопченая ""озерская"" ратимир",408.00,0.00,12.00,40.00,0,0
Колбаса полукопченая полтавская,417.00,0.00,16.40,39.00,0,0
Колбаса полукопченая сервелат,425.00,0.00,16.10,40.10,0,0
Колбаса полукопченая таллинская,373.00,0.00,17.10,33.80,0,0
Колбаса полукопченая украинская,376.00,0.00,16.50,34.40,0,0
Колбаса полукопченная,373.00,0.20,17.10,33.80,0,0
Колбаса полукопченная салями,421.00,0.00,13.00,41.00,0,0
"Колбаса полукопчёная ""домашняя""",224.80,0.00,18.00,17.00,0,0
Колбаса походная,286.00,0.00,13.00,26.00,0,0
Колбаса праздничная,485.00,0.00,20.00,45.00,0,0
Колбаса праздничная ск пит-продукт,485.00,0.00,20.00,45.00,0,0
Колбаса рубленая,288.00,3.50,10.00,26.00,0,0
Колбаса русская,302.00,0.00,12.00,29.00,0,0
Колбаса русская со шпиком,315.40,1.60,12.00,29.00,0,0
Колбаса рябушка жареная,255.00,0.00,13.00,22.00,0,0
"Колбаса ""салями""",485.00,1.45,19.15,45.00,0,0
Колбаса салями,490.22,1.26,22.16,44.80,0,0
"Колбаса""салями""",490.00,0.00,10.00,50.00,0,0
Колбаса салями twinner,361.00,1.00,17.00,32.00,0,0
"Колбаса салями ""деликотесная"" (сытный ряд)",502.00,0.00,13.00,50.00,0,0
"Колбаса ""салями"" с/к (микоян)",513.80,0.00,18.20,49.00,0,0
Колбаса свиная,470.00,0.67,12.00,46.53,0,0
"Колбаса ""свиная"" малаховский м/к",568.00,0.00,13.00,57.30,0,0
Колбаса свиная от кусманова,292.00,0.00,10.00,28.00,0,0
Колбаса свинная,274.00,2.00,10.00,25.00,0,0
Колбаса святкова хмк,440.00,0.00,20.00,40.00,0,0
Колбаса селянська,273.80,3.00,13.50,22.10,0,0
Колбаса сервелад столичный,382.00,3.60,13.70,34.60,0,0
"Колбаса ""сервелат""",448.00,0.00,20.05,40.05,0,0
Колбаса сервелат,424.21,0.17,18.16,38.42,0,0
Колбаса сервелат twinner,375.00,1.00,16.00,34.00,0,0
Колбаса сервелат бородинский,334.00,1.00,9.19,33.03,0,0
Колбаса сервелат гост,425.00,0.00,16.10,40.10,0,0
"Колбаса ""сервелат зернистый в/к""",408.00,0.00,12.00,40.00,0,0
"Колбаса ""сервелат коньячный """,380.00,0.00,14.00,36.00,0,0
Колбаса сервелат копчено-вареная,255.00,0.00,18.00,20.00,0,0
"Колбаса ""сервелат"" п/к высший сорт (фк)",425.00,0.00,16.10,40.10,0,0
Колбаса сервилат,403.33,0.00,20.13,35.90,0,0
Колбаса сервилат ореховый,421.00,0.00,8.60,42.90,0,0
Колбаса ск,478.00,0.00,16.00,46.00,0,0
Колбаса с/к,510.17,1.33,17.81,48.47,0,0
"Колбаса ск ""брауншвейгская""",485.00,0.00,20.00,45.00,0,0
Колбаса с/к престиж,523.00,0.00,14.00,50.00,0,0
Колбаса сливочная,222.00,0.00,11.00,20.00,0,0
Колбаса сливочная останкино,311.00,0.00,9.00,29.00,0,0
"Колбаса ""столичная""",340.00,0.00,12.00,32.00,0,0
Колбаса столичная,319.00,0.00,15.00,29.00,0,0
Колбаса столовая (вареная),234.00,0.00,11.10,20.20,0,0
Колбаса суджук,455.00,0.00,22.00,40.00,0,0
Колбаса сыровяленая,401.50,1.25,22.50,34.00,0,0
"Колбаса сыровяленая ""кремлевская""",185.40,0.00,29.40,7.50,0,0
"Колбаса сырокопч, глобино марочная",634.80,1.00,0.20,70.00,0,0
"Колбаса сырокопченая ""бородская"" чиркизовский",462.00,0.00,21.00,42.00,0,0
"Колбаса сырокопченая кремлевская ""чиркизовский""",427.00,0.00,14.50,41.00,0,0
Колбаса сырокопченая любительская,514.00,0.00,20.90,47.80,0,0
Колбаса сырокопченая московская,473.00,0.00,24.80,41.50,0,0
"Колбаса сырокопченая ""мюнхенская""",620.00,0.00,20.00,60.00,0,0
"Колбаса сырокопченая ""онежская"" черкизовский",538.00,0.00,22.00,50.00,0,0
"Колбаса сырокопченая ""охотничья"" останкино",523.00,0.00,14.00,50.00,0,0
"Колбаса сырокопченая ""пит-продукт""",498.00,0.00,12.00,50.00,0,0
"Колбасасырокопченая ""престиж""",510.00,0.00,11.00,50.00,0,0
Колбаса сырокопченая столичная,487.00,0.00,24.00,43.00,0,0
Колбаса сыро-копченая строгановская микоян,381.00,0.00,11.20,37.30,0,0
Колбаса сырокопчёная,461.00,0.00,24.00,40.50,0,0
Колбаса сырокопчёная зернистая biovela,415.00,5.00,20.00,35.00,0,0
Колбаса сырокопчёная «сервелат»,461.00,0.00,24.00,40.50,0,0
Колбаса сырокопчёная сервелат,461.00,0.00,24.00,40.50,0,0
Колбаса таллинская,373.00,0.00,17.10,33.80,0,0
Колбаса телячья,313.25,0.07,12.86,28.95,0,0
Колбаса туристская,359.60,0.00,12.10,34.60,0,0
Колбаса украинская,376.00,0.00,16.50,34.40,0,0
Колбаса украинская жареная,514.00,0.00,16.00,50.00,0,0
Колбаса филейная,156.00,0.71,12.00,12.00,0,0
Колбаса финская,420.00,0.00,17.30,39.00,0,0
"Колбаса ""чайная""",258.00,0.00,10.00,24.00,0,0
Колбаса чайная,218.36,2.46,11.34,18.34,0,0
Колбаса чайная особая (гродно),256.70,6.40,7.20,22.50,0,0
Колбаса чайная прайм,212.00,4.00,9.00,18.00,0,0
"Колбаса ""шинкова"" варенка",260.00,0.00,13.70,22.80,0,0
"Колбаса шинкова (копчено-запечен,,)",305.00,1.00,13.00,28.00,0,0
Колбаса экстра фк,232.00,0.00,13.00,20.00,0,0
Колбаса эстонская новая,310.20,0.00,6.90,31.40,0,0
Колбаса юбилеиная,274.00,0.00,10.20,25.10,0,0
Колбаса южная,217.00,3.00,12.00,17.00,0,0
Колбаска из индейки в пароварке,66.08,3.43,11.80,0.54,0,0
"Колбаска ""ореховая""",417.00,66.20,7.30,14.70,0,0
Колбаска охотничья,444.39,0.23,25.24,38.34,0,0
"Колбаска""по-татарски""",325.70,0.00,15.20,29.50,0,0
Колбаски,314.00,0.00,11.00,30.00,0,0
Колбаски pikok,434.00,0.50,27.00,36.00,0,0
Колбаски венгерские,322.00,3.00,10.00,30.00,0,0
Колбаски вк сырные палочки,380.00,0.00,17.00,34.60,0,0
Колбаски гриль,183.00,3.00,9.00,16.00,0,0
Колбаски детские витаминизированные,245.00,0.00,12.00,22.00,0,0
Колбаски для гриля,360.00,0.00,28.20,27.50,0,0
Колбаски для жарки,349.00,0.00,14.90,32.20,0,0
Колбаски к пиву рефтенские,244.00,0.50,16.00,20.00,0,0
Колбаски куриные,236.00,0.00,35.00,10.30,0,0
Колбаски кусочек маленький,26.00,0.00,1.37,2.28,0,0
Колбаски мисл св,326.00,0.00,27.40,24.30,0,0
"Колбаски ""охотничьи""",463.00,0.30,25.30,40.00,0,0
Колбаски охотничьи,321.57,0.00,24.47,25.02,0,0
Колбаски охотничьи копчёные,470.00,0.00,14.00,46.00,0,0
Колбаски охотничьи полукопченые,463.00,0.15,25.50,40.00,0,0
"Колбаски ""охотничьи"" полукопчёные",477.00,0.00,18.00,45.00,0,0
Колбаски охотничьи цп,463.00,0.00,25.70,40.00,0,0
Колбаски свиные жареные,316.00,0.00,16.40,28.00,0,0
Колбаски франкфуртские,301.00,0.65,15.90,26.05,0,0
Колбаски шашлычные,410.00,1.00,12.00,39.00,0,0
Колбаскофф (варенка),355.00,0.00,10.00,35.00,0,0
Колбасный сыр,287.00,6.50,20.50,19.50,0,0
"Колбасный сыр ""город сыра"" (239)",239.00,2.80,13.80,19.20,0,0
"Колбасный сыр оао ""аньковское"" (186)",186.00,0.00,15.00,14.00,0,0
Колбасный сыр с окороком город сыра (217),217.00,0.00,13.70,18.00,0,0
Колбасный фарш,213.00,2.90,15.10,15.85,0,0
Колбасска охотничья,417.50,0.15,25.15,35.00,0,0
Колбасы сырокопченная богородская,498.00,0.00,12.00,50.00,0,0
Колбоса молочная,252.00,0.00,12.00,23.00,0,0
Колбоса сырокопченая,488.00,0.00,21.00,43.00,0,0
Колдуны,199.00,15.00,7.00,12.50,0,0
"Колдуны по ""некрасовски""",197.00,29.00,7.00,6.00,0,0
Колечки start,352.60,72.40,7.00,4.00,0,0
"Колечки мультизерновые ""хрутка""",373.00,81.70,7.20,2.00,0,0
Колечки со сгущеным молоком oho!,381.00,80.40,8.00,3.10,0,0
Колтлеты из телятины в панировке,364.00,17.40,27.10,21.30,0,0
Кольца ананасов сушеные,339.00,82.00,0.80,0.40,0,0
Кольца кальмара,203.35,7.30,41.85,0.75,0,0
Кольца кальмара копченные,241.00,13.00,45.00,1.00,0,0
Кольца кальмара копчёные,245.00,13.00,45.00,1.00,0,0
"Кольца кальмара (ооо ""лакомка"")",197.30,3.20,45.00,0.50,0,0
Кольца кальмара сухогруз,197.30,3.20,45.00,0.50,0,0
Кольца кальмара сущеные,181.00,0.00,35.10,4.50,0,0
Кольца кальмаров,70.00,0.00,13.30,1.90,0,0
Кольцовская пицца гавайская,248.00,31.90,11.10,8.50,0,0
"Кольцо ""заварное""",371.00,72.00,3.60,7.60,0,0
Кольцо заварное со сливками,317.00,33.50,5.80,18.00,0,0
Кольцо песочное,364.50,38.50,6.70,20.95,0,0
Кольцо с орехом,384.00,64.40,6.90,11.40,0,0
Кольцо с творожным кремом,243.00,39.50,3.10,8.10,0,0
Кольцо творожное,243.00,39.50,3.10,8.10,0,0
Комильфо Конфеты шоколадные с кешью,569.00,46.60,7.20,38.60,0,0
Компот,74.93,18.46,0.24,0.02,0,0
Компот ассорти,85.00,21.00,0.50,0.00,0,0
Компот вишнево-смородиновый,28.00,6.60,0.10,0.05,0,0
Компот вишнёвый,99.00,24.50,0.60,0.00,0,0
Компот из вишни,99.50,24.18,0.70,0.07,0,0
Компот из персиков,61.00,15.00,0.00,0.00,0,0
Компот из слив,70.50,17.00,0.00,0.00,0,0
Компот из сухофруктов,82.40,19.95,0.83,0.01,0,0
Компот из сухофруктов без сахара,60.00,14.20,0.80,0.00,0,0
Компот из чернослива,60.00,15.00,0.40,0.00,0,0
Компот из чёрной смородины,58.00,13.90,0.30,0.10,0,0
Компот из яблок,74.00,18.15,0.10,0.10,0,0
Компот из ягод,13.00,3.22,0.04,0.00,0,0
Компот леовит,364.80,90.90,0.32,0.00,0,0
Компотная смесь,236.00,56.80,2.20,0.00,0,0
Компот похудин,364.80,90.90,0.32,0.00,0,0
Компот сливовый консервированный,96.00,23.90,0.00,0.00,0,0
Компот смородина,55.00,13.60,0.10,0.10,0,0
Компот смородиновый,55.00,13.60,0.10,0.10,0,0
Компот яблочный,56.50,13.65,0.10,0.10,0,0
Компот ягодный,58.00,13.90,0.30,0.10,0,0
Конвертики с крабом,142.00,1.30,13.60,9.20,0,0
Конвертик с курицей,410.00,37.10,6.10,26.20,0,0
Конвертик слоенный с вишней,368.00,44.10,4.69,18.90,0,0
Конвертик слоеный,313.00,53.40,6.50,8.10,0,0
Конвертик с творогом петербургские штучки,452.00,46.70,10.10,24.90,0,0
Конверт с вишневой начинкой,292.00,55.40,6.10,6.00,0,0
"Конверт с творожной начинкой ""аладушкин""",325.00,49.90,9.00,9.80,0,0
Конина,191.50,0.00,25.50,10.00,0,0
Конина тушеная,215.00,0.00,11.00,19.00,0,0
Консерва говядина тушеная,232.00,0.00,16.80,18.30,0,0
Консерва говяжья,232.00,0.00,16.80,18.30,0,0
Консерва завтрак туриста (говядина),176.00,0.00,20.50,10.40,0,0
Консерва килька обжареная в томатном соусе,184.00,5.00,14.00,12.00,0,0
"Консерва ""море"" в томатном соусе",82.00,4.10,13.10,1.50,0,0
Консерва морская капуста,8.00,1.00,1.00,0.00,0,0
"Консервант Dr,Oetker",0.00,0.00,0.00,0.00,0,0
Консерва сайра,261.00,0.00,18.00,21.00,0,0
Консерва сайра тихоокеанская,261.00,0.00,18.00,21.00,0,0
Консерва салака в масле,220.00,0.00,19.00,16.00,0,0
Консерва сардина,238.00,0.00,19.00,18.00,0,0
"Консерва ""сардина в масле""",220.00,0.00,19.00,16.00,0,0
Консерва сардина в томате,196.00,4.00,18.00,12.00,0,0
Консерва свиная,349.00,0.00,14.90,32.20,0,0
"Консерва тунец в натур,соусе",101.00,0.00,23.00,1.00,0,0
Консервированная кукуруза грин рибон,57.80,9.90,2.87,0.60,0,0
Консервированная сайра,279.00,0.00,18.00,23.00,0,0
Консервированная сельдь,239.00,0.00,17.00,19.00,0,0
Консервированная фасоль белая,90.80,16.00,6.70,0.00,0,0
Консервированные маринованные огурцы (6-9 см) бондюэль,20.00,3.50,1.00,0.20,0,0
Консервированные персики,63.00,15.10,0.40,0.10,0,0
"Консервированные персики ""lorado""",66.00,15.50,0.40,0.10,0,0
Консервированный ананас,67.00,16.10,0.30,0.10,0,0
"Консервы""баклажаны в аджике""",80.00,7.82,1.22,5.00,0,0
"Консервы ""горбуша натуральная""",138.00,0.00,21.00,6.00,0,0
Консервы завтрак туриста (свинина),206.00,0.00,16.90,15.40,0,0
Консервы из индейки,158.00,4.00,10.00,11.00,0,0
Консервы персики,65.00,15.10,0.40,0.10,0,0
"Консервы ""печень трески""",613.00,1.20,4.20,65.70,0,0
"Консервы рыбные ""горбуша""",138.00,0.00,21.00,6.00,0,0
Консервы рыбные нерка,166.00,0.00,19.00,10.00,0,0
"Консервы рыбные ""сардина""",238.00,0.00,19.00,18.00,0,0
"Консервы рыбные ""скумбрия в масле""",294.00,0.00,15.00,26.00,0,0
Консервы сайра тихоокеанская,261.00,0.00,18.00,21.00,0,0
Консервы сардина атлантическая,249.00,0.00,17.90,19.70,0,0
Консервы свинина тушеная,349.00,0.00,14.90,32.20,0,0
Консервы скумбрия,238.00,0.00,19.00,18.00,0,0
"Консервы ""тунец бланшированный в масле""",232.00,0.00,22.00,16.00,0,0
"Консервы ""тунец натуральный""",101.00,0.00,23.00,1.00,0,0
Консервы форель натуральная кусочки в собственном соку,96.00,0.00,15.00,4.00,0,0
Контик,486.00,62.10,5.70,24.50,0,0
Конфет esfero с хрустящими криспи,551.00,50.40,7.40,36.40,0,0
Конфета,200.00,2.00,30.00,8.00,0,0
Конфета bounty,470.00,57.80,4.10,24.60,0,0
"Конфета ""Bounty Trio""",490.00,59.00,3.10,26.00,0,0
Конфета candy nut рошен,523.00,46.70,11.20,32.50,0,0
Конфета estera с фундуком,565.00,46.60,8.30,39.10,0,0
Конфета ferrefo garden,595.00,43.40,9.40,42.60,0,0
"Конфета ""picnic""",504.00,60.20,7.10,27.00,0,0
Конфета sofit,434.00,72.10,1.50,16.60,0,0
"Конфета ""torroncini"" клюква",446.00,69.90,3.70,17.40,0,0
Конфета truffes bitter classic,585.00,39.00,4.70,44.00,0,0
Конфета who said mu,420.00,74.00,2.40,14.00,0,0
Конфета yogurette ferrero,566.00,54.70,5.00,35.60,0,0
Конфета ажар,528.00,55.90,7.00,31.40,0,0
Конфета айгерим,389.00,77.80,2.60,9.60,0,0
Конфета алёнка,516.00,53.50,6.00,31.90,0,0
Конфета ананасные,541.00,60.70,2.60,32.90,0,0
"Конфета ""апельсин - лимон"" ашан",385.00,80.30,1.00,8.20,0,0
"Конфета "" ассортти""",471.00,62.00,2.80,24.40,0,0
"Конфета ""барбарис""",370.00,96.00,0.00,0.00,0,0
Конфета барбарис,370.00,96.00,0.00,0.00,0,0
Конфета баунти с мякотью кокоса,490.00,59.00,3.10,26.00,0,0
Конфета белиссимо,419.00,68.70,3.01,16.10,0,0
"Конфета ""белиссимо"" день",419.00,68.70,3.01,16.10,0,0
Конфета белиссимо ночь,451.00,66.00,3.40,20.40,0,0
Конфета белочка,543.00,54.80,7.60,33.60,0,0
Конфета белочка бабаевская,538.00,53.40,8.80,33.10,0,0
"Конфета ""бешеная пчелка""",311.00,79.90,0.00,0.30,0,0
Конфета бешеная пчёлка,309.00,79.20,0.00,0.30,0,0
Конфета бон-вояж,569.00,51.00,4.00,40.00,0,0
Конфета бон-вояж бейлиз,482.00,53.80,5.20,25.90,0,0
Конфета вдохновение,541.00,54.50,6.40,33.50,0,0
Конфета вечер,429.00,66.90,3.40,16.40,0,0
Конфета грейпфрут,372.00,95.50,0.00,0.10,0,0
"Конфета ""грильяж""",445.00,70.10,5.70,16.70,0,0
"Конфета ""грильяж в шоколаде""",445.00,70.10,5.70,16.70,0,0
Конфета грильяж в шоколаде,475.00,66.00,8.70,21.00,0,0
"Конфета ""гуд дей"" с черносливом",355.00,72.70,4.00,5.80,0,0
Конфета де люкс,545.00,50.50,5.70,35.50,0,0
Конфета детский сувенир,562.00,48.70,7.20,37.80,0,0
"Конфета ""джек""",535.00,57.90,5.80,32.00,0,0
Конфета джек,535.00,57.90,5.80,32.00,0,0
"Конфета ""джульетта"" фирма аккорд",524.00,49.80,6.80,33.70,0,0
"Конфета ""дюймовочка"" с халвой",518.00,67.00,4.20,26.00,0,0
Конфета загорская,375.00,81.00,3.10,4.30,0,0
Конфета зайка,439.00,70.90,8.50,14.60,0,0
"Конфета ""зов буревесника""",406.00,77.10,2.80,10.90,0,0
Конфета золотая радуга,567.00,52.70,5.00,37.70,0,0
Конфета золотой степ,475.00,49.10,10.60,28.10,0,0
Конфета золотой теленок,538.00,58.60,4.50,31.50,0,0
"Конфета ""золотой шар""",396.00,76.80,2.90,10.70,0,0
Конфета каракум,522.00,59.10,5.30,30.10,0,0
Конфета карамель,375.00,97.00,0.00,0.10,0,0
Конфета карамель капри молоко (рошен),393.00,89.50,0.50,4.90,0,0
